GeneName,logFC,pval,padj
NRP2,-0.69319,3.95E-23,3.95E-23
NRSN1,0,0,0
NRSN2,-0.7832,7.80E-08,7.80E-08
NRTN,-0.13484,0,0
NRXN1,0,0,0
NRXN2,0.47934,0,0
NRXN3,-1.13962,0,0
NS3BP,0.02588,0.967088046,0.967088046
NSA2,-0.1323,0.488078205,0.488078205
NSD1,0.449,2.35E-05,2.35E-05
NSDHL,-1.0785,5.78E-11,5.78E-11
NSF,-0.28624,0.124015882,0.124015882
NSFL1C,-0.7313,4.62E-09,4.62E-09
NSFP1,0,0,0
NSG1,-0.7795,0,0
NSL1,-0.34228,0.109831112,0.109831112
NSMAF,0.06301,0.821843209,0.821843209
NSMCE1,-0.15726,0.566340565,0.566340565
NSMCE2,0.25397,0.283106208,0.283106208
NSMCE4A,-0.09235,0.723559263,0.723559263
NSMF,0.01353,0.956023175,0.956023175
NSRP1,0.68027,0.001648549,0.001648549
NSUN2,0.11071,0.469710632,0.469710632
NSUN3,0.15833,0.709223967,0.709223967
NSUN4,0.14564,0.61162024,0.61162024
NSUN5,-0.36124,0.105270286,0.105270286
NSUN5P1,0.17298,0.539158961,0.539158961
NSUN5P2,0.28994,0.345616432,0.345616432
NSUN6,-0.11259,0.763669266,0.763669266
NSUN7,0,0,0
NT5C,0.37842,0.015007391,0.015007391
NT5C1A,0,0,0
NT5C1B,0,0,0
NT5C1B-RDH14,0,0,0
NT5C2,-0.35702,0.019354361,0.019354361
NT5C3B,-0.24441,0.110137043,0.110137043
NT5DC1,-0.19092,0.519022184,0.519022184
NT5DC2,-0.71559,9.02E-06,9.02E-06
NT5DC3,-0.63395,0.021874277,0.021874277
NTAN1,-0.56717,0.039327314,0.039327314
NTF3,0,0,0
NTF4,-0.08019,0,0
NTHL1,-0.31951,0.285906251,0.285906251
NTM,0,0,0
NTMT1,-0.33943,0.038413085,0.038413085
NTN1,-0.49012,0.022283611,0.022283611
NTN3,-0.04114,0,0
NTN4,-0.40508,0.000295245,0.000295245
NTN5,-0.04865,0,0
NTNG1,0,0,0
NTPCR,-0.15377,0.350749848,0.350749848
NTRK1,0.31518,0,0
NTRK2,-0.02925,0,0
NTRK3,-0.16856,0.220422279,0.220422279
NTRK3-AS1,0,0,0
NTSR1,-0.19959,0,0
NTSR2,0,0,0
NUAK1,0.23575,0.254300548,0.254300548
NUB1,-0.3015,0.075963334,0.075963334
NUBP1,-0.3714,0.120451564,0.120451564
NUBP2,-0.9582,1.79E-07,1.79E-07
NUBPL,-0.27986,0.33835025,0.33835025
NUCB1,-0.56935,8.44E-07,8.44E-07
NUCB2,-0.08043,0,0
NUCKS1,-0.20593,0.079495145,0.079495145
NUDC,-0.6619,7.15E-11,7.15E-11
NUDCD1,-0.10322,0.70378296,0.70378296
NUDCD2,0.25224,0.397269079,0.397269079
NUDCD3,-0.17864,0.382079834,0.382079834
NUDT1,-0.21648,0.59708472,0.59708472
NUDT10,-0.13368,0,0
NUDT11,0.77761,0,0
NUDT12,-0.18896,0.74629408,0.74629408
NUDT13,-0.28105,0.552162988,0.552162988
NUDT14,-0.87967,0.006087442,0.006087442
NUDT15,-0.18505,0.389594136,0.389594136
NUDT16,-0.2903,0.238876838,0.238876838
NUDT16L1,-0.6939,0.007399994,0.007399994
NUDT16P1,-0.05306,0,0
NUDT17,0.83505,0.034199543,0.034199543
NUDT18,-0.48468,0.097426975,0.097426975
NUDT19,0.15521,0.395792056,0.395792056
NUDT2,0.41735,0.257060238,0.257060238
NUDT21,0.29331,0.045173929,0.045173929
NUDT22,-0.1335,0.717697271,0.717697271
NUDT3,0.10402,0.879288414,0.879288414
NUDT4,0.09677,0,0
NUDT4P1,0,0,0
NUDT5,-0.62263,6.55E-08,6.55E-08
NUDT6,-0.10045,0.845053307,0.845053307
NUDT7,-1.1014,0,0
NUDT8,-1.02269,0.031237718,0.031237718
NUDT9,-0.70286,0.000892004,0.000892004
NUDT9P1,0.02073,0,0
NUF2,0.38767,0,0
NUFIP1,0.2009,0.599805468,0.599805468
NUFIP2,0.77761,1.28E-12,1.28E-12
NUGGC,-0.31942,0,0
NUMA1,-0.14865,0.305830122,0.305830122
NUMB,0.22186,0.332373895,0.332373895
NUMBL,-0.16846,0.466805501,0.466805501
NUP107,0.0275,0.919302193,0.919302193
NUP133,-0.38887,0.019959781,0.019959781
NUP153,0.17151,0.189163916,0.189163916
NUP155,-0.01734,0.949056332,0.949056332
NUP160,0.25886,0.095608485,0.095608485
NUP188,-0.49488,0.003081912,0.003081912
NUP205,-0.12268,0.508673446,0.508673446
NUP210,-0.60742,6.38E-06,6.38E-06
NUP210L,-0.17307,0,0
NUP210P1,0,0,0
NUP214,-0.04521,0.825969475,0.825969475
NUP35,0.45615,0.010273159,0.010273159
NUP37,-0.54455,0.104193966,0.104193966
NUP43,-0.0378,0.907667632,0.907667632
NUP50,0.32525,0.094921163,0.094921163
NUP54,0.15995,0.521516204,0.521516204
NUP62,0.08673,0.510457834,0.510457834
NUP62CL,0.48793,0.065919116,0.065919116
NUP85,-0.61043,0.000151395,0.000151395
NUP88,-0.30636,0.01446782,0.01446782
NUP93,-0.56723,0.000149933,0.000149933
NUP98,0.16219,0.165644021,0.165644021
NUPL1,0.59535,0.033920104,0.033920104
NUPL2,0.2428,0.309639698,0.309639698
NUPR1L,0,0,0
NUS1,0.61455,0.010338686,0.010338686
NUSAP1,0.53696,0.016869068,0.016869068
NUTF2,-0.51919,0.001154727,0.001154727
NVL,0.03542,0.92345432,0.92345432
NWD1,0,0,0
NXF1,0.31526,0.019403946,0.019403946
NXF2,0,0,0
NXF2B,0,0,0
NXF3,0,0,0
NXF4,0,0,0
NXF5,0,0,0
NXN,-0.70141,6.78E-07,6.78E-07
NXNL1,-0.02925,0,0
NXNL2,-0.23077,0,0
NXPE1,0,0,0
NXPE2,0,0,0
NXPE3,-0.25615,0.115450273,0.115450273
NXPE4,0,0,0
NXPH1,0.5232,0,0
NXPH2,0,0,0
NXPH3,-0.05306,0,0
NXPH4,-0.14392,0,0
NXT1,1.00379,2.92E-07,2.92E-07
NXT2,1.53399,4.05E-10,4.05E-10
NYAP1,0.17333,0,0
NYAP2,-0.13368,0,0
NYNRIN,-0.29657,0,0
NYX,0,0,0
OACYLP,0,0,0
OAF,-0.65751,0.102808001,0.102808001
OARD1,0.36925,0.158921326,0.158921326
OAT,-0.29064,0.073474768,0.073474768
OAZ1,-0.84415,5.62E-12,5.62E-12
OAZ2,0.06447,0.819848976,0.819848976
OAZ3,-0.60104,0,0
OBFC1,-0.60081,0.018729182,0.018729182
OBP2A,0,0,0
OBP2B,0,0,0
OBSCN,-0.21228,0.334102382,0.334102382
OBSL1,-0.58707,0.015250739,0.015250739
OC90,-0.04114,0,0
OCA2,-0.59253,0,0
OCEL1,-0.33366,0.496929887,0.496929887
OCIAD1,0.08408,0.625210071,0.625210071
OCIAD2,-0.97128,1.32E-11,1.32E-11
OCLM,0.60312,0,0
OCLN,-0.08853,0.820325628,0.820325628
OCM,0,0,0
OCM2,0,0,0
OCRL,-0.20451,0.16472341,0.16472341
OCSTAMP,0,0,0
ODAM,-0.13368,0,0
ODC1,0.80898,3.01E-17,3.01E-17
ODF1,0,0,0
ODF2,-0.47679,0.155041976,0.155041976
ODF2L,0.16479,0.640194668,0.640194668
ODF3,0,0,0
ODF3B,1.45181,0.000112441,0.000112441
ODF3L1,0.14024,0,0
ODF3L2,0.54331,0,0
ODF4,0,0,0
OFD1,0.62755,0.011032671,0.011032671
OGDH,-1.2467,7.05E-25,7.05E-25
OGDHL,0.11071,0,0
OGFOD1,-0.35427,0.010709562,0.010709562
OGFOD2,-0.29161,0.224378624,0.224378624
OGFOD3,-0.10359,0.704099797,0.704099797
OGFR,0.38795,0.012424097,0.012424097
OGFRL1,0.86895,0.101275168,0.101275168
OGG1,-0.38661,0.347976993,0.347976993
OGN,0,0,0
OGT,0.17926,0.021917931,0.021917931
OIP5,0.87468,0.056827858,0.056827858
OIP5-AS1,0.26386,0.190541369,0.190541369
OLA1,0.11392,0.527741159,0.527741159
OLAH,0,0,0
OLFM1,-0.89355,0.07007664,0.07007664
OLFM2,0.17281,0.67442582,0.67442582
OLFM3,0,0,0
OLFM4,0,0,0
OLFML1,-0.1535,0,0
OLFML2B,0.60187,0,0
OLIG1,0.10059,0,0
OLIG2,-0.02925,0,0
OLIG3,-0.13368,0,0
OMA1,0.11547,0.828227572,0.828227572
OMD,0,0,0
OMG,0,0,0
OMP,0.2494,0,0
ONECUT1,0.62132,0,0
ONECUT2,0.29435,0.135714382,0.135714382
ONECUT3,0.34654,0,0
OOEP,-0.07346,0,0
OPA1,-0.33331,0.101917331,0.101917331
OPA1-AS1,0,0,0
OPA3,-0.60697,0.000721181,0.000721181
OPALIN,0,0,0
OPCML,0,0,0
OPHN1,0.64419,0.136115168,0.136115168
OPLAH,-0.14739,0,0
OPN1LW,0,0,0
OPN1MW,0,0,0
OPN1MW2,0,0,0
OPN1SW,0,0,0
OPN3,0.17782,0.222576972,0.222576972
OPN4,0,0,0
OPN5,0,0,0
OPRD1,0.38762,0,0
OPRK1,0.28917,0,0
OPRM1,0,0,0
OPTC,0,0,0
OPTN,-0.22537,0.336800178,0.336800178
OR10A2,0,0,0
OR10A3,0,0,0
OR10A4,0,0,0
OR10A5,0,0,0
OR10A6,0,0,0
OR10A7,0,0,0
OR10AD1,0,0,0
OR10AG1,0,0,0
OR10C1,0,0,0
OR10G2,0,0,0
OR10G3,0,0,0
OR10G4,0,0,0
OR10G7,0,0,0
OR10G8,0,0,0
OR10G9,0,0,0
OR10H1,0,0,0
OR10H2,-0.02925,0,0
OR10H3,0,0,0
OR10H4,0,0,0
OR10H5,0,0,0
OR10J1,0,0,0
OR10J3,0,0,0
OR10J5,0,0,0
OR10K1,0,0,0
OR10K2,0,0,0
OR10P1,0,0,0
OR10Q1,0,0,0
OR10R2,0,0,0
OR10S1,0,0,0
OR10T2,0,0,0
OR10V1,0,0,0
OR10V2P,0,0,0
OR10W1,0,0,0
OR10X1,0,0,0
OR10Z1,0,0,0
OR11A1,0,0,0
OR11G2,0,0,0
OR11H1,0.17119,0,0
OR11H12,0,0,0
OR11H2,0,0,0
OR11H4,0,0,0
OR11H6,0,0,0
OR11L1,0,0,0
OR12D2,0,0,0
OR12D3,0,0,0
OR13A1,1.42727,0,0
OR13C2,0,0,0
OR13C3,0,0,0
OR13C4,0,0,0
OR13C5,0,0,0
OR13C8,0,0,0
OR13C9,0,0,0
OR13D1,0,0,0
OR13F1,0,0,0
OR13G1,0,0,0
OR13H1,0,0,0
OR13J1,0,0,0
OR14A16,0,0,0
OR14C36,0,0,0
OR14I1,0,0,0
OR14J1,0,0,0
OR1A1,0,0,0
OR1A2,0,0,0
OR1B1,0,0,0
OR1C1,0,0,0
OR1D2,0,0,0
OR1D4,0,0,0
OR1D5,0,0,0
OR1E1,-0.02925,0,0
OR1E2,0,0,0
OR1F1,0.17269,0,0
OR1F2P,0,0,0
OR1G1,0,0,0
OR1I1,0,0,0
OR1J1,0,0,0
OR1J2,0.17119,0,0
OR1J4,0,0,0
OR1K1,0,0,0
OR1L1,0,0,0
OR1L3,0,0,0
OR1L4,0,0,0
OR1L6,0,0,0
OR1L8,0,0,0
OR1M1,0,0,0
OR1N1,0,0,0
OR1N2,0,0,0
OR1Q1,-0.02925,0,0
OR1S1,0,0,0
OR1S2,0,0,0
OR2A1,0,0,0
OR2A12,0,0,0
OR2A14,0,0,0
OR2A2,0,0,0
OR2A20P,0,0,0
OR2A25,0,0,0
OR2A4,0,0,0
OR2A42,0,0,0
OR2A5,0,0,0
OR2A7,0,0,0
OR2A9P,0,0,0
OR2AE1,0,0,0
OR2AG1,0,0,0
OR2AG2,0,0,0
OR2AK2,0,0,0
OR2AP1,0,0,0
OR2AT4,0.32896,0,0
OR2B11,0,0,0
OR2B2,0,0,0
OR2B3,0,0,0
OR2B6,1.04715,0,0
OR2C1,0,0,0
OR2C3,0,0,0
OR2D2,0,0,0
OR2D3,0,0,0
OR2F1,0,0,0
OR2F2,0,0,0
OR2G2,0,0,0
OR2G3,0,0,0
OR2G6,0,0,0
OR2H1,0,0,0
OR2H2,0,0,0
OR2J2,0.17119,0,0
OR2J3,0,0,0
OR2K2,0,0,0
OR2L13,0,0,0
OR2L1P,0,0,0
OR2L2,0,0,0
OR2L3,0,0,0
OR2L5,0,0,0
OR2L8,0,0,0
OR2M1P,0,0,0
OR2M2,0,0,0
OR2M3,0,0,0
OR2M4,0,0,0
OR2M5,0,0,0
OR2M7,0,0,0
OR2S2,0,0,0
OR2T1,0,0,0
OR2T10,0,0,0
OR2T11,0,0,0
OR2T12,0,0,0
OR2T2,0,0,0
OR2T27,0,0,0
OR2T29,0,0,0
OR2T3,0,0,0
OR2T33,0,0,0
OR2T34,0,0,0
OR2T35,0,0,0
OR2T4,0,0,0
OR2T5,0,0,0
OR2T6,0,0,0
OR2T8,0,0,0
OR2V1,0,0,0
OR2V2,0,0,0
OR2W1,0,0,0
OR2W3,0,0,0
OR2W5,0,0,0
OR2Y1,0,0,0
OR2Z1,0,0,0
OR3A1,0,0,0
OR3A2,0,0,0
OR3A3,0,0,0
OR3A4P,0,0,0
OR4A15,0,0,0
OR4A16,0,0,0
OR4A47,0,0,0
OR4A5,0,0,0
OR4B1,0,0,0
OR4C11,0,0,0
OR4C12,0,0,0
OR4C13,0,0,0
OR4C15,0,0,0
OR4C16,0,0,0
OR4C3,0,0,0
OR4C45,0,0,0
OR4C46,0,0,0
OR4C6,0,0,0
OR4D1,0,0,0
OR4D10,0,0,0
OR4D11,0,0,0
OR4D2,0,0,0
OR4D5,0,0,0
OR4D6,0,0,0
OR4D9,0,0,0
OR4E2,0,0,0
OR4F13P,0,0,0
OR4F15,0,0,0
OR4F16,0,0,0
OR4F17,0,0,0
OR4F21,0,0,0
OR4F29,0,0,0
OR4F3,0,0,0
OR4F4,0,0,0
OR4F5,0,0,0
OR4F6,0,0,0
OR4K1,0,0,0
OR4K13,0,0,0
OR4K14,0,0,0
OR4K15,0,0,0
OR4K17,0,0,0
OR4K2,0,0,0
OR4K5,0,0,0
OR4L1,0,0,0
OR4M1,0,0,0
OR4M2,0,0,0
OR4N2,0,0,0
OR4N3P,0,0,0
OR4N4,0,0,0
OR4N5,0,0,0
OR4P4,0,0,0
OR4Q3,0,0,0
OR4S1,0,0,0
OR4S2,0,0,0
OR4X1,0,0,0
OR4X2,0,0,0
OR51A2,0,0,0
OR51A4,0,0,0
OR51A7,0,0,0
OR51B2,-0.02925,0,0
OR51B4,0,0,0
OR51B5,0.07888,0,0
OR51B6,0,0,0
OR51D1,0,0,0
OR51E1,0.58497,0,0
OR51E2,0.14875,0,0
OR51F1,0,0,0
OR51F2,0,0,0
OR51G1,0,0,0
OR51G2,0,0,0
OR51I1,0,0,0
OR51I2,0,0,0
OR51L1,0,0,0
OR51M1,0,0,0
OR51Q1,0,0,0
OR51S1,0,0,0
OR51T1,0,0,0
OR51V1,0,0,0
OR52A1,0,0,0
OR52A5,0,0,0
OR52B2,0,0,0
OR52B4,0,0,0
OR52B6,0,0,0
OR52D1,0,0,0
OR52E2,0,0,0
OR52E4,0,0,0
OR52E6,0,0,0
OR52E8,0,0,0
OR52H1,0,0,0
OR52I1,0,0,0
OR52I2,0,0,0
OR52J3,0,0,0
OR52K1,0,0,0
OR52K2,0,0,0
OR52L1,0,0,0
OR52M1,0,0,0
OR52N1,0,0,0
OR52N2,0.17119,0,0
OR52N4,0,0,0
OR52N5,0,0,0
OR52R1,0,0,0
OR52W1,0,0,0
OR56A1,0,0,0
OR56A3,0,0,0
OR56A4,0,0,0
OR56A5,0,0,0
OR56B1,-0.02925,0,0
OR56B4,0,0,0
OR5A1,0,0,0
OR5A2,0,0,0
OR5AC2,0,0,0
OR5AK2,0,0,0
OR5AK4P,0,0,0
OR5AN1,0,0,0
OR5AP2,0,0,0
OR5AR1,0,0,0
OR5AS1,0,0,0
OR5AU1,0,0,0
OR5B12,0.13141,0,0
OR5B17,0,0,0
OR5B2,0.17119,0,0
OR5B21,0,0,0
OR5B3,0,0,0
OR5C1,0,0,0
OR5D13,0,0,0
OR5D14,0,0,0
OR5D16,0,0,0
OR5D18,0,0,0
OR5E1P,0,0,0
OR5F1,0,0,0
OR5H1,0,0,0
OR5H14,0,0,0
OR5H15,0,0,0
OR5H2,0,0,0
OR5H6,0,0,0
OR5I1,0,0,0
OR5J2,0,0,0
OR5K1,0,0,0
OR5K2,0,0,0
OR5K3,0,0,0
OR5K4,0,0,0
OR5L1,0,0,0
OR5L2,0,0,0
OR5M1,0,0,0
OR5M10,0,0,0
OR5M11,0,0,0
OR5M3,0,0,0
OR5M8,0,0,0
OR5M9,0,0,0
OR5P2,0,0,0
OR5P3,0,0,0
OR5R1,0,0,0
OR5T1,0,0,0
OR5T2,0,0,0
OR5T3,0,0,0
OR5V1,0,0,0
OR5W2,0,0,0
OR6A2,0,0,0
OR6B1,0,0,0
OR6B2,0,0,0
OR6B3,0,0,0
OR6C1,0,0,0
OR6C2,0,0,0
OR6C3,0,0,0
OR6C4,0,0,0
OR6C6,0,0,0
OR6C65,0,0,0
OR6C68,0,0,0
OR6C70,0,0,0
OR6C74,0,0,0
OR6C75,0,0,0
OR6C76,0,0,0
OR6F1,0,0,0
OR6K2,0,0,0
OR6K3,0,0,0
OR6K6,0,0,0
OR6M1,0,0,0
OR6N1,0,0,0
OR6N2,0,0,0
OR6P1,0,0,0
OR6Q1,0,0,0
OR6S1,0,0,0
OR6T1,0,0,0
OR6V1,0,0,0
OR6W1P,0,0,0
OR6X1,0,0,0
OR6Y1,0,0,0
OR7A10,0,0,0
OR7A17,0,0,0
OR7A5,0,0,0
OR7C1,0,0,0
OR7C2,0,0,0
OR7D2,0,0,0
OR7D4,0,0,0
OR7E12P,0,0,0
OR7E14P,-0.92096,0,0
OR7E156P,0,0,0
OR7E24,0,0,0
OR7E2P,0,0,0
OR7E37P,0,0,0
OR7E5P,0,0,0
OR7E91P,0,0,0
OR7G1,0,0,0
OR7G2,0,0,0
OR7G3,0,0,0
OR8A1,0,0,0
OR8B12,0,0,0
OR8B2,0,0,0
OR8B3,0,0,0
OR8B4,0,0,0
OR8B8,0,0,0
OR8D1,0,0,0
OR8D2,0,0,0
OR8D4,0,0,0
OR8G1,0,0,0
OR8G2,0,0,0
OR8G5,-0.0725,0,0
OR8H1,0,0,0
OR8H2,0,0,0
OR8H3,0,0,0
OR8I2,0,0,0
OR8J1,0,0,0
OR8J3,0,0,0
OR8K1,0,0,0
OR8K3,0,0,0
OR8K5,0,0,0
OR8S1,0,0,0
OR8U1,0,0,0
OR8U8,0,0,0
OR9A2,0,0,0
OR9A4,0,0,0
OR9G1,0,0,0
OR9G4,-0.02925,0,0
OR9G9,0,0,0
OR9I1,0,0,0
OR9K2,0,0,0
OR9Q1,0,0,0
OR9Q2,0,0,0
ORAI1,-0.34528,0.208173842,0.208173842
ORAI2,-0.39022,0.030723197,0.030723197
ORAI3,-0.39641,0.020494872,0.020494872
ORAOV1,0.68021,6.74E-05,6.74E-05
ORC1,0.10471,0.811839899,0.811839899
ORC2,0.12569,0.554824561,0.554824561
ORC3,-0.20323,0.551357363,0.551357363
ORC4,0.35222,0.092763842,0.092763842
ORC5,0.32928,0.260489456,0.260489456
ORC6,0.08923,0.84581597,0.84581597
ORM1,-0.02925,0,0
ORM2,0,0,0
ORMDL1,0.13229,0.508876373,0.508876373
ORMDL2,-0.56559,0.000322673,0.000322673
ORMDL3,-0.48043,0.028275896,0.028275896
OS9,-0.46018,1.60E-06,1.60E-06
OSBP,0.02542,0.858609332,0.858609332
OSBP2,-0.45159,0.341981324,0.341981324
OSBPL10,-0.93927,0.012771749,0.012771749
OSBPL10-AS1,0,0,0
OSBPL11,0.02231,0.954812719,0.954812719
OSBPL1A,-0.31363,0.257499194,0.257499194
OSBPL2,0.05582,0.822057133,0.822057133
OSBPL3,-0.60567,0.000251205,0.000251205
OSBPL5,-0.27888,0.61374708,0.61374708
OSBPL6,0.32782,0,0
OSBPL7,0.01216,0.973217428,0.973217428
OSBPL8,0.18461,0.401999266,0.401999266
OSBPL9,-0.02796,0.841994999,0.841994999
OSCAR,-0.68069,0,0
OSCP1,0.19183,0.719223566,0.719223566
OSGEP,-0.30105,0.257320048,0.257320048
OSGEPL1,-0.00351,0.995641972,0.995641972
OSGIN1,-0.6402,1.06E-06,1.06E-06
OSGIN2,0.32361,0.029286544,0.029286544
OSM,0.72844,0,0
OSR1,0.12107,0.790031448,0.790031448
OSR2,0.09656,0.87139741,0.87139741
OST4,-0.61286,4.60E-08,4.60E-08
OSTC,-0.2687,0.118328809,0.118328809
OSTCP1,-0.02925,0,0
OSTF1,-0.67831,0.048370427,0.048370427
OSTM1,0.24081,0.25552463,0.25552463
OSTN,0,0,0
OTC,-0.02925,0,0
OTOA,-0.04114,0,0
OTOF,0.16885,0,0
OTOGL,-0.27072,0,0
OTOL1,0,0,0
OTOP1,-0.02925,0,0
OTOP2,-0.20799,0,0
OTOP3,0,0,0
OTOR,-0.05306,0,0
OTOS,0,0,0
OTP,0.25456,0,0
OTUB1,-0.51719,0.000875485,0.000875485
OTUB2,-1.31463,1.14E-05,1.14E-05
OTUD3,1.07932,0.000841276,0.000841276
OTUD4,0.56046,0.00027346,0.00027346
OTUD5,-0.02237,0.893451931,0.893451931
OTUD6A,0,0,0
OTUD6B,0.43398,0.289154313,0.289154313
OTUD7A,0,0,0
OTUD7B,0.39892,0.005370285,0.005370285
OTX1,0.89417,0.043670422,0.043670422
OTX2,0,0,0
OTX2-AS1,0,0,0
OVCA2,-0.48978,0.358669106,0.358669106
OVCH1,0,0,0
OVCH2,0,0,0
OVGP1,0.96745,0.007324857,0.007324857
OVOL1,1.4017,0,0
OVOL2,-0.1535,0,0
OVOL3,-0.02925,0,0
OXA1L,-0.58333,1.78E-07,1.78E-07
OXCT1,-0.39929,0,0
OXCT2,-0.30383,0,0
OXER1,0,0,0
OXGR1,0,0,0
OXLD1,0.24928,0.258292527,0.258292527
OXNAD1,0.12961,0.74843258,0.74843258
OXR1,0.23182,0.560313136,0.560313136
OXSM,0.81063,0.000149939,0.000149939
OXSR1,-0.05297,0.754155025,0.754155025
OXT,0.31719,0,0
P2RX1,-0.0725,0,0
P2RX2,-0.02925,0,0
P2RX3,-0.42988,0,0
P2RX4,-0.20504,0.563606925,0.563606925
P2RX5,-0.45399,0,0
P2RX5-TAX1BP3,-0.29873,0,0
P2RX6,0.31245,0,0
P2RX6P,0,0,0
P2RX7,0,0,0
P2RY1,-0.34741,0.529036618,0.529036618
P2RY10,0,0,0
P2RY11,0.15348,0,0
P2RY12,0,0,0
P2RY13,0,0,0
P2RY14,0,0,0
P2RY2,-1.00741,0,0
P2RY4,0,0,0
P2RY6,-0.67685,0.020518085,0.020518085
P2RY8,0.28917,0,0
P4HA3,0.09091,0.846997338,0.846997338
P4HB,-0.4314,9.69E-08,9.69E-08
P4HTM,-0.26901,0.268641681,0.268641681
PA2G4,-0.26566,0.005093523,0.005093523
PAAF1,-0.17711,0.56125135,0.56125135
PABPC1,-0.00477,0.967909954,0.967909954
PABPC1L,-0.05841,0.864016487,0.864016487
PABPC1L2A,0,0,0
PABPC1L2B,0,0,0
PABPC1P2,0,0,0
PABPC3,-0.42605,0,0
PABPC4,-0.36192,0.023012748,0.023012748
PABPC4L,0,0,0
PABPC5,0,0,0
PABPN1,1.24122,1.21E-05,1.21E-05
PABPN1L,0,0,0
PACRG,-0.02925,0,0
PACRG-AS1,-0.31596,0,0
PACRGL,0.66599,0.167553954,0.167553954
PACS1,-0.72556,2.24E-05,2.24E-05
PACS2,-0.494,0.059895767,0.059895767
PACSIN2,-0.597,1.49E-06,1.49E-06
PACSIN3,-0.20085,0.434402569,0.434402569
PADI1,-0.21553,0.660507462,0.660507462
PADI3,-1.06395,0,0
PADI4,0.08243,0,0
PADI6,0,0,0
PAEP,-0.05306,0,0
PAF1,0.29115,0.04120573,0.04120573
PAFAH1B1,0.12856,0.225467556,0.225467556
PAFAH1B2,-0.31107,0.178807884,0.178807884
PAFAH1B3,0.23561,0.215573339,0.215573339
PAFAH2,-0.03283,0.904026716,0.904026716
PAG1,-0.65416,0,0
PAGE1,0,0,0
PAGE2,0,0,0
PAGE2B,-0.02925,0,0
PAGE3,0,0,0
PAGE4,0,0,0
PAGE5,0,0,0
PAGR1,0.25402,0.340434215,0.340434215
PAH,0.29465,0,0
PAICS,-0.15036,0.279762525,0.279762525
PAIP1,-0.07875,0.691464374,0.691464374
PAIP2,-0.00286,0.990372132,0.990372132
PAIP2B,-0.80006,0,0
PAK1,0.02217,0.942290504,0.942290504
PAK1IP1,0.01543,0.95975597,0.95975597
PAK2,-0.11824,0.495914966,0.495914966
PAK3,-0.17307,0,0
PAK4,0.01262,0.955763307,0.955763307
PAK6,-0.35998,0,0
PAK7,0,0,0
PALB2,0.46699,0.019197882,0.019197882
PALD1,0.21043,0.700580954,0.700580954
PALLD,-0.54993,2.74E-07,2.74E-07
PALM,0.10864,0.862879204,0.862879204
PALM2,0.03773,0,0
PALM2-AKAP2,0,0,0
PALM3,-0.25478,0,0
PALMD,0.76091,0.034119331,0.034119331
PAM,-0.49629,0.014512798,0.014512798
PAM16,-0.07049,0,0
PAMR1,-0.02925,0,0
PAN2,-0.03038,0.909105656,0.909105656
PAN3,0.78621,7.63E-05,7.63E-05
PAN3-AS1,1.57229,0.000478327,0.000478327
PANK1,0.75166,3.47E-05,3.47E-05
PANK2,0.29996,0.108079268,0.108079268
PANK3,-0.0872,0.644342573,0.644342573
PANK4,0.24158,0.556020076,0.556020076
PANX1,-0.24954,0.33134163,0.33134163
PANX2,-1.30508,0.00143684,0.00143684
PANX3,0,0,0
PAOX,-0.69391,0,0
PAPD4,0.28119,0.081516415,0.081516415
PAPD5,0.60678,0.009418648,0.009418648
PAPD7,-0.11958,0.72558127,0.72558127
PAPL,0,0,0
PAPLN,-0.9743,0.000202442,0.000202442
PAPOLA,-0.21448,0.03228583,0.03228583
PAPOLB,-0.04114,0,0
PAPOLG,1.06664,1.54E-07,1.54E-07
PAPPA,-0.17303,0.022830245,0.022830245
PAPPA2,-0.10689,0,0
PAPSS1,-0.67013,0.00158708,0.00158708
PAPSS2,-0.2073,0.164655864,0.164655864
PAQR3,0.54325,0.09584334,0.09584334
PAQR4,-0.87055,0.044794044,0.044794044
PAQR5,-0.29209,0.005275245,0.005275245
PAQR6,-0.28556,0.382634372,0.382634372
PAQR7,0.46796,0.174869375,0.174869375
PAQR8,-0.18533,0,0
PAQR9,0.56256,0.255857592,0.255857592
PAR-SN,0.49424,0.28446135,0.28446135
PAR1,0,0,0
PAR4,0,0,0
PAR5,1.26661,0.000447515,0.000447515
PARD3,-0.44913,0.000902822,0.000902822
PARD3B,-0.39861,0.182702399,0.182702399
PARD6A,-0.16092,0,0
PARD6B,1.49259,1.86E-10,1.86E-10
PARD6G,0.25849,0.547659309,0.547659309
PARG,-0.25491,0.370292562,0.370292562
PARK2,0.20741,0,0
PARK7,-0.59959,1.20E-05,1.20E-05
PARL,-0.6722,0.004026621,0.004026621
PARM1,-0.78335,0.027029529,0.027029529
PARN,0.0549,0.779931315,0.779931315
PARP1,-0.68564,1.98E-06,1.98E-06
PARP11,-0.40721,0,0
PARP15,0,0,0
PARP16,-0.02162,0.961442814,0.961442814
PARP2,0.26205,0.477747643,0.477747643
PARP3,-0.07206,0.838824678,0.838824678
PARP4,-1.03142,9.87E-16,9.87E-16
PARP6,0.3738,0.060476795,0.060476795
PARPBP,0.02801,0.955343914,0.955343914
PARS2,-0.07531,0.85090239,0.85090239
PART1,-0.67497,0,0
PARVA,-0.51745,0.001168824,0.001168824
PARVB,-0.8653,0,0
